File,Date-Obs,Star_1_x,Star_1_y,Star_1_flux,Star_1_noise,Star_2_x,Star_2_y,Star_2_flux,Star_2_noise,Star_3_x,Star_3_y,Star_3_flux,Star_3_noise,Star_4_x,Star_4_y,Star_4_flux,Star_4_noise
WASP36B.2025-02-17.0142_reduced.fits,2025-02-18T02:10:56.187,543,406,173401.9239053123,474.5656830432083,425,340,149925.06615404852,431.96188981460045,545,279,98986.52552309138,385.2348994345403,541,616,290083.0777944507,579.2383312168291
WASP36B.2025-02-17.0145_reduced.fits,2025-02-18T02:18:34.929,543,406,250057.25981961674,560.9111494324817,425,340,279321.0006789389,585.0563085309421,545,279,146617.37059191338,456.0625832050798,541,616,463971.7372728959,726.4562670101886
WASP36B.2025-02-17.0148_reduced.fits,2025-02-18T02:26:16.447,543,406,252775.46058559572,561.2025097288333,425,340,286049.97973193217,592.1267072763931,545,279,149781.1720062019,460.3845874337535,541,616,476146.8276739287,735.8722528703935
WASP36B.2025-02-17.0139_reduced.fits,2025-02-18T02:02:26.767,543,406,96149.98006443761,348.79330312755525,425,340,115032.10362063264,378.06104435729856,545,279,55199.331780713146,282.6818580849108,541,616,155316.5652027797,421.46767956119555
WASP36B.2025-02-17.0193_reduced.fits,2025-02-18T04:22:16.948,543,406,235092.5591424687,543.0231064007393,425,340,259526.88922028904,567.1857593069792,545,279,140508.0644358477,451.96795798079563,541,616,429736.81847953825,700.7942120817746
WASP36B.2025-02-17.0194_reduced.fits,2025-02-18T04:24:50.026,543,406,232781.2133978473,543.0966854420977,425,340,249347.53097442642,554.5582851711164,545,279,135254.5395441461,441.6288877403583,541,616,420643.2068105188,693.7015416486598
WASP36B.2025-02-17.0181_reduced.fits,2025-02-18T03:51:37.792,543,406,251061.77475193556,556.8179438218626,425,340,278067.6464960111,583.3013310771343,545,279,148321.62135918814,457.92721099205835,541,616,465762.89997942356,728.2355097888833
WASP36B.2025-02-17.0179_reduced.fits,2025-02-18T03:46:31.055,543,406,237159.64625374204,544.9230965892178,425,340,260660.13793521933,567.4820236298207,545,279,142453.77952853867,454.1153489302264,541,616,439328.53316570725,709.2922555415291
WASP36B.2025-02-17.0186_reduced.fits,2025-02-18T04:04:24.320,543,406,211864.04596650993,518.8972147848206,425,340,230425.54196313646,536.4846833862741,545,279,122209.88417601633,420.96187039118524,541,616,379033.01757297164,659.4157390089873
WASP36B.2025-02-17.0149_reduced.fits,2025-02-18T02:28:49.513,543,406,258074.2591363201,566.6075737309149,425,340,291661.94816181384,597.5140944215739,545,279,155603.7756755361,469.2204528935064,541,616,486425.03552148584,743.3594470541651
WASP36B.2025-02-17.0187_reduced.fits,2025-02-18T04:06:57.186,543,406,225973.42934733222,534.5605337938559,425,340,243261.42303834256,548.3171496344764,545,279,134032.3971873045,442.0498912963123,541,616,406885.6819698321,681.9626402137693
WASP36B.2025-02-17.0178_reduced.fits,2025-02-18T03:43:57.695,543,406,243251.8295956376,551.9307373243626,425,340,268418.527642429,575.6634529960565,545,279,144513.59886530056,456.37766101199907,541,616,454478.27996402385,722.6553025006798
WASP36B.2025-02-17.0180_reduced.fits,2025-02-18T03:49:04.921,543,406,245791.26643286538,556.3795799976378,425,340,264307.46651671757,569.9877968798332,545,279,144745.1488574327,456.63127297954014,541,616,442996.2816238838,711.312986734249
WASP36B.2025-02-17.0195_reduced.fits,2025-02-18T04:27:22.819,543,406,216491.32666036306,521.8116766997077,425,340,239979.8275494868,546.046873653709,545,279,130777.07696980934,434.70039987020044,541,616,394371.31530908577,671.538905590325
WASP36B.2025-02-17.0192_reduced.fits,2025-02-18T04:19:44.489,543,406,228942.96262029267,538.0720999043726,425,340,254023.93103961137,562.3137268286778,545,279,133037.54072060238,438.20313614883423,541,616,421200.1422297122,695.823271889225
WASP36B.2025-02-17.0138_reduced.fits,2025-02-18T01:59:54.249,543,406,201565.21630941483,506.52169593872634,425,340,217980.84034660994,521.7113812840105,545,279,111643.70448836125,403.30792327047993,541,616,339308.5857517691,624.1194397738197
WASP36B.2025-02-17.0159_reduced.fits,2025-02-18T02:55:25.096,543,406,260173.4461742984,572.6481052466895,425,340,288376.7462706339,596.0973623548342,545,279,153965.52568809123,468.3232543433124,541,616,471606.6328168544,731.1473971025051
WASP36B.2025-02-17.0182_reduced.fits,2025-02-18T03:54:11.585,543,406,238577.42141457583,543.2960590938808,425,340,264082.7527849525,568.390007472883,545,279,136333.173919261,435.5892696122721,541,616,433073.44962869486,700.3311525083182
WASP36B.2025-02-17.0185_reduced.fits,2025-02-18T04:01:52.049,543,406,221005.65842274987,523.8420528220711,425,340,239283.41830939087,540.2695337134179,545,279,129964.87814198762,429.14659867771036,541,616,406719.2726897206,680.0848270396259
WASP36B.2025-02-17.0190_reduced.fits,2025-02-18T04:14:38.754,543,406,233956.64658419625,543.444896739286,425,340,249613.4469800711,554.0791644927695,545,279,132705.85018319165,434.1681119831222,541,616,417406.48513856955,689.6331240711053
WASP36B.2025-02-17.0168_reduced.fits,2025-02-18T03:18:23.987,543,406,250300.77676229662,558.993356939635,425,340,274175.77146593196,577.8903930751677,545,279,147332.48690617416,454.22123983390026,541,616,462420.91572044307,724.8384642065824
WASP36B.2025-02-17.0158_reduced.fits,2025-02-18T02:51:51.899,543,406,258226.4085578732,571.6431596361203,425,340,271884.45485894405,573.8246495262106,545,279,145598.42929177784,450.54267593282674,541,616,451019.463464676,716.9305035619492
WASP36B.2025-02-17.0169_reduced.fits,2025-02-18T03:20:57.266,543,406,232959.7990118385,538.841416890696,425,340,262945.17223075754,569.4917746890947,545,279,140737.41593398855,448.68255817359,541,616,438769.2487121969,708.3354658529466
WASP36B.2025-02-17.0196_reduced.fits,2025-02-18T04:29:55.897,543,406,240583.70729906252,550.2331357155874,425,340,261154.94790213392,567.2156291723126,545,279,139017.37685844547,444.9739595397879,541,616,431002.72758755984,700.5599635507298
WASP36B.2025-02-17.0191_reduced.fits,2025-02-18T04:17:11.620,543,406,224908.0200399049,531.317507320095,425,340,251280.79712797407,559.1569603749479,545,279,132221.74921906702,435.4446265186899,541,616,409207.7015344535,683.6629741414671
WASP36B.2025-02-17.0184_reduced.fits,2025-02-18T03:59:18.728,543,406,239140.79035149154,548.1938521720839,425,340,256836.11484428975,561.9791478821622,545,279,136159.08954442327,439.0356203735513,541,616,428199.8372133462,697.9858773810668
WASP36B.2025-02-17.0183_reduced.fits,2025-02-18T03:56:45.058,543,406,252606.9534728155,560.341558944714,425,340,275952.71973966964,580.7998183087238,545,279,148701.22733405404,458.3415064576096,541,616,460994.1420377151,723.8535939750725
WASP36B.2025-02-17.0189_reduced.fits,2025-02-18T04:12:03.840,543,406,237135.68607453053,548.5459476470619,425,340,257390.7278756771,566.0040736148381,545,279,137315.93905478675,444.85341532913424,541,616,425180.9027313214,697.5361008142148
WASP36B.2025-02-17.0176_reduced.fits,2025-02-18T03:38:49.623,543,406,230172.48675116993,539.2134167714843,425,340,247593.7512849399,552.9747842012715,545,279,133115.78531792,438.29240596660054,541,616,424053.0786818252,697.8703046804178
WASP36B.2025-02-17.0171_reduced.fits,2025-02-18T03:26:05.633,543,406,252567.18459496062,561.7268625122664,425,340,279469.55088130943,585.1832485249586,545,279,151372.35413095044,463.8311381703831,541,616,466533.31901417836,727.6697070011176
WASP36B.2025-02-17.0131_reduced.fits,2025-02-18T01:41:56.670,543,406,245665.7380288138,553.3934948154182,425,340,269210.41924190323,573.5782023268869,545,279,144716.08013373718,453.97333549616565,541,616,449177.2559166502,715.6445621882166
WASP36B.2025-02-17.0164_reduced.fits,2025-02-18T03:08:09.781,543,406,257491.00636940572,569.6019008967249,425,340,286607.3450954082,595.2812372011514,545,279,154512.5970575535,471.44989482009515,541,616,468580.96055442916,729.6217726739736
WASP36B.2025-02-17.0163_reduced.fits,2025-02-18T03:05:37.512,543,406,247357.43864506893,555.6376047864704,425,340,280207.5255927168,587.8508913519962,545,279,147658.52861861422,456.33008962134267,541,616,466998.87652503717,729.6300579030833
WASP36B.2025-02-17.0155_reduced.fits,2025-02-18T02:44:12.368,543,406,236915.7860720387,545.430479664684,425,340,266361.1240921448,571.786451542316,545,279,143894.01412036945,455.6983483905247,541,616,462090.08683407406,728.4501219953003
WASP36B.2025-02-17.0152_reduced.fits,2025-02-18T02:36:32.962,543,406,241836.20507250488,546.2869131554139,425,340,274749.4615714011,577.0067783387851,545,279,145927.64877567007,450.9078867358658,541,616,451553.5107785432,713.4029606915558
WASP36B.2025-02-17.0147_reduced.fits,2025-02-18T02:23:41.054,543,406,258296.99900501323,566.8040953256489,425,340,284951.8026595137,587.1399642352355,545,279,154172.1042237634,466.8394529484906,541,616,481438.689548452,738.3804305058027
WASP36B.2025-02-17.0140_reduced.fits,2025-02-18T02:04:59.815,543,406,155973.96595051404,445.2185799993597,425,340,176441.90686951633,470.1901597155709,545,279,93811.83251376635,372.0869682447964,541,616,286189.08535018214,575.1747254304729
WASP36B.2025-02-17.0162_reduced.fits,2025-02-18T03:03:04.056,543,406,264031.0688363348,571.8399708915501,425,340,292705.9287737947,595.047593039054,545,279,157597.0979172137,468.7962182628601,541,616,491435.87654426554,745.6540312251498
WASP36B.2025-02-17.0165_reduced.fits,2025-02-18T03:10:42.837,543,406,258886.88796119991,565.212800665739,425,340,292411.67246846005,598.8070678203859,545,279,153029.8646395958,460.45011939369414,541,616,483630.79422434355,739.3244738930651
WASP36B.2025-02-17.0130_reduced.fits,2025-02-18T01:39:22.989,543,406,269123.8295266701,579.7233380349861,425,340,290833.3723309372,593.4720562408261,545,279,156489.28245261134,469.31466316118224,541,616,486767.94741409016,743.5900614029738
WASP36B.2025-02-17.0170_reduced.fits,2025-02-18T03:23:32.377,543,406,216168.63943738458,525.3095985987925,425,340,235685.0348040483,540.6276178816747,545,279,130632.47479413252,438.18738457640416,541,616,397106.047184129,674.7543314878623
WASP36B.2025-02-17.0177_reduced.fits,2025-02-18T03:41:23.430,543,406,238301.94573401677,548.1557644268299,425,340,263212.25472748134,571.8209731489078,545,279,140867.71075741312,451.4837696200464,541,616,439318.44722579414,710.4080461934632
WASP36B.2025-02-17.0188_reduced.fits,2025-02-18T04:09:30.453,543,406,229046.61644946304,538.9084575855532,425,340,246652.07459966038,553.5644583445547,545,279,134835.7626388967,442.95764114266467,541,616,421988.4846344021,697.5331837070214
WASP36B.2025-02-17.0141_reduced.fits,2025-02-18T02:07:33.394,543,406,83713.3625057048,321.9325097282319,425,340,100943.88270705471,351.0873430059443,545,279,52101.52330305951,271.3353568601222,541,616,165252.2675478932,433.09433990738336
WASP36B.2025-02-17.0146_reduced.fits,2025-02-18T02:21:08.186,543,406,249355.82182497362,558.1474878249647,425,340,287800.72117934306,596.2827579661081,545,279,148843.0711566338,459.36463457364596,541,616,464965.7509230442,726.5917935099172
WASP36B.2025-02-17.0153_reduced.fits,2025-02-18T02:39:07.041,543,406,252224.57189825963,562.8397903811623,425,340,284211.03694468265,590.5718370213176,545,279,150788.2788314395,463.2010896327016,541,616,468305.74878942966,729.4331493666244
WASP36B.2025-02-17.0154_reduced.fits,2025-02-18T02:41:39.498,543,406,242762.00482962403,552.9302743588364,425,340,277136.29878468974,585.9134157773467,545,279,143075.52833040524,451.280567281169,541,616,449786.36086264707,715.5132124587167
